,anon,chauffeur_vl,PSE1,PSE2,chauf_vpsp,maraud,psc1,log,chef_maraud,fle,perm_soc,ci,nouv_bene,Date,Value,day_name,dispo
4908,58,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4909,54,True,False,False,False,False,True,True,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4910,87,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4911,111,True,False,False,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4912,7,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4913,11,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4914,42,False,False,False,False,False,False,False,False,True,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4915,46,True,True,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4916,36,False,True,False,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4917,37,False,True,False,False,True,True,True,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4918,9,False,False,False,False,False,False,False,True,False,False,True,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4919,77,True,True,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4920,76,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4921,45,False,False,True,False,False,False,False,True,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4922,4,True,False,False,False,True,False,False,True,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4923,79,False,False,True,False,True,False,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4924,82,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4925,84,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4926,95,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4927,39,False,False,False,False,False,False,False,False,False,False,True,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4928,88,False,False,False,False,False,False,False,False,True,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4929,74,False,False,True,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4930,73,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4931,1,True,True,True,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4932,5,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4933,90,True,False,False,True,False,False,False,True,False,False,True,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4934,57,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4935,89,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4936,56,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4937,26,False,False,False,False,False,True,False,False,False,False,False,True,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4938,83,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4939,92,False,True,True,False,True,True,False,True,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4940,61,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4941,32,True,True,False,False,True,False,False,True,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4942,2,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4943,0,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4944,19,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4945,22,False,False,True,False,False,False,False,False,False,False,True,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4946,62,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4947,14,True,True,True,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4948,50,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4949,99,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4950,21,True,True,True,False,False,True,False,False,False,False,True,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4951,72,False,False,False,False,False,True,True,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4952,91,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4953,117,True,False,True,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4954,52,True,False,False,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4955,93,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4956,86,False,True,True,False,False,True,False,False,False,False,True,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4957,43,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4958,80,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4959,29,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4960,104,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4961,105,False,True,False,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4962,47,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4963,60,False,False,True,False,False,False,False,False,False,False,True,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4964,97,False,False,False,False,False,False,False,False,True,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4965,17,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4966,27,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4967,15,False,True,True,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4968,70,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4969,31,True,True,True,True,False,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4970,67,False,False,False,False,True,True,False,True,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4971,66,False,True,True,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4972,49,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4973,38,False,False,False,False,True,True,False,False,False,True,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4974,41,False,False,False,False,True,True,False,False,False,True,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4975,78,True,False,False,True,False,False,False,False,False,False,True,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4976,81,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4977,34,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4978,106,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4979,102,False,False,False,False,False,True,False,False,True,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4980,64,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4981,24,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4982,40,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4983,18,False,True,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4984,48,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4985,100,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4986,30,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4987,109,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],OUI,Jeudi,2020-03-26 10:00
4988,55,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4989,20,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4990,85,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4991,23,True,True,True,False,False,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4992,25,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4993,114,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4994,113,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4995,108,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4996,115,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4997,98,True,False,False,False,True,True,False,False,False,False,False,False,Jeudi-10-12h],NON,Jeudi,2020-03-26 10:00
4998,59,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
4999,53,True,True,True,True,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5000,101,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5001,69,True,True,True,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5002,96,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5003,10,True,False,False,False,False,False,False,False,False,False,True,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5004,6,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5005,51,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5006,103,False,False,False,False,True,True,True,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5007,94,True,False,False,False,True,False,False,False,False,True,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5008,35,False,True,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5009,118,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5010,33,True,False,True,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5011,12,False,True,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5012,8,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5013,116,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5014,28,True,True,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5015,16,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5016,65,False,False,False,False,False,False,False,True,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5017,13,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5018,68,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5019,3,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5020,110,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5021,112,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5022,107,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5023,44,True,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5024,75,False,False,False,False,True,True,False,False,False,False,False,True,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5025,63,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5026,71,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5027,58,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5028,54,True,False,False,False,False,True,True,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5029,87,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5030,111,True,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5031,7,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5032,11,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5033,42,False,False,False,False,False,False,False,False,True,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5034,46,True,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5035,36,False,True,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5036,37,False,True,False,False,True,True,True,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5037,9,False,False,False,False,False,False,False,True,False,False,True,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5038,77,True,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5039,76,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5040,45,False,False,True,False,False,False,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5041,4,True,False,False,False,True,False,False,True,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5042,79,False,False,True,False,True,False,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5043,82,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5044,84,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5045,95,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5046,39,False,False,False,False,False,False,False,False,False,False,True,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5047,88,False,False,False,False,False,False,False,False,True,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5048,74,False,False,True,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5049,73,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5050,1,True,True,True,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5051,5,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5052,90,True,False,False,True,False,False,False,True,False,False,True,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5053,57,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5054,89,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5055,56,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5056,26,False,False,False,False,False,True,False,False,False,False,False,True,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5057,83,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5058,92,False,True,True,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5059,61,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5060,32,True,True,False,False,True,False,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5061,2,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5062,0,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5063,19,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5064,22,False,False,True,False,False,False,False,False,False,False,True,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5065,62,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5066,14,True,True,True,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5067,50,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5068,99,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5069,21,True,True,True,False,False,True,False,False,False,False,True,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5070,72,False,False,False,False,False,True,True,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5071,91,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5072,117,True,False,True,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5073,52,True,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5074,93,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5075,86,False,True,True,False,False,True,False,False,False,False,True,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5076,43,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5077,80,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5078,29,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5079,104,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5080,105,False,True,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5081,47,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5082,60,False,False,True,False,False,False,False,False,False,False,True,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5083,97,False,False,False,False,False,False,False,False,True,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5084,17,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5085,27,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5086,15,False,True,True,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5087,70,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5088,31,True,True,True,True,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5089,67,False,False,False,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5090,66,False,True,True,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5091,49,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5092,38,False,False,False,False,True,True,False,False,False,True,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5093,41,False,False,False,False,True,True,False,False,False,True,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5094,78,True,False,False,True,False,False,False,False,False,False,True,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5095,81,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5096,34,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5097,106,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5098,102,False,False,False,False,False,True,False,False,True,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5099,64,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5100,24,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5101,40,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5102,18,False,True,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5103,48,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5104,100,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5105,30,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5106,109,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5107,55,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5108,20,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5109,85,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5110,23,True,True,True,False,False,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5111,25,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5112,114,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5113,113,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5114,108,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5115,115,True,False,True,False,False,False,False,False,False,False,False,False,Jeudi-12-14h],OUI,Jeudi,2020-03-26 12:00
5116,98,True,False,False,False,True,True,False,False,False,False,False,False,Jeudi-12-14h],NON,Jeudi,2020-03-26 12:00
5117,59,False,True,False,False,False,False,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5118,53,True,True,True,True,True,True,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5119,101,True,False,True,False,False,False,False,True,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5120,69,True,True,True,False,True,False,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5121,96,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5122,10,True,False,False,False,False,False,False,False,False,False,True,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5123,6,False,False,False,False,False,False,False,False,False,False,False,True,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5124,51,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5125,103,False,False,False,False,True,True,True,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5126,94,True,False,False,False,True,False,False,False,False,True,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5127,35,False,True,False,False,True,True,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5128,118,False,False,False,False,True,False,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5129,33,True,False,True,False,True,False,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5130,12,False,True,False,False,True,True,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5131,8,False,False,False,False,True,True,False,False,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5132,116,False,False,False,False,False,False,False,False,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5133,28,True,True,False,False,True,False,False,False,False,False,False,False,Jeudi-14-16h],OUI,Jeudi,2020-03-26 14:00
5134,16,False,False,True,False,False,False,False,False,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5135,65,False,False,False,False,False,False,False,True,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5136,13,False,False,False,False,False,True,False,False,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
5137,68,True,False,False,False,True,True,False,True,False,False,False,False,Jeudi-14-16h],NON,Jeudi,2020-03-26 14:00
